,id,category,data
69391,69391,烦恼-交友技巧,我和我的女朋友相爱已经三年了我们也彼此相爱可是为什么每次在一时间长了有矛盾是难免的只要不要发展成打架就可以了记住打架是很伤感情的我和媳妇也经常有矛盾但一到晚上双方一搂在一起时就什么矛盾都没有了有矛盾的婚姻才是真正的婚姻但矛盾要有度
69394,69394,烦恼-两性问题,我与她到底是怎么了请大家帮帮我我与她是同事她结婚了我们关我想你们是该悬崖勒马了要不会有你后悔的一天不抽身你会陷进去她是有家的人即便是偷到了又如何他会跟你结婚吗这样的女人你还敢要吗你娶回来放心吗找个适合你的吧
69397,69397,烦恼-交友技巧,谁能告诉我被自己在乎和深爱的人鄙视是什么滋味能够运用鄙视一词来指责对方的行为无疑他具有一定的文化修养起码能证明一点这是一个不坏的人那么你就要检讨一下自己行为中是否有对方难以容忍的举动通常意义下对一个颇具修养的人而言在他对某一行为忍无可忍之时才会将鄙视二字脱口而出往往有些时候爱之深而恨之切试想在这个功利社会尽管你对某些人的行为举止极度反感你也不可能当面而言鄙视同理假如他对你无动于衷也就不会鄙视你的行为而只会静静的走开往往男女双方在发生争执的时候都很难冷静客观的面对自己所以事过之后更须去反省自己在事件中的行为是否有值得检讨的地方信任是相互的与聪明人打交道最简单的办法就是坦诚你既然说你很爱他那你也就应该信任他能够一起共同生活并不是谁的意志战胜对方而是存同而求异所以我的建议是出现鄙视并不可怕可怕的是这种鄙视得到了持久的延续截断这种延续最切实可行的办法是调整自己的某些行为严于律己宽于待人幸福不求自来
69403,69403,烦恼-夫妻,一个女人变性后成为男人他与另一个女人结婚后能生孩子吗我是指自不能生育因他不能产生精子
69411,69411,烦恼-夫妻,解梦粢我家裡三万多被小偷偷了是乃峭诹艘洞上淼抓到了小偷没呵呵不要太迷信梦也许是你精神过与紧张了造成睡眠不好引起做梦的为什么会做梦身体已发生了某些尚未被察觉的疾病一般说来器质性疾病的发生总会有某些特定的症状但是在疾病的发生之初由于病症的刺激信息微弱在清醒状态下由于其它较强的刺激信息相当微弱这时病症的微弱刺激就可以引起大脑皮层的兴奋从而在梦中会出现种种病态的恐怖感受白天受到强烈的情绪压抑一位美国家曾报告过这样一个实例一位妇女经常梦见巨浪把她推向大海而其他人离她很离她总是吓得目瞪口呆连救命两字也无力喊出来心理学家通过调查得知这位妇女工作和家务负担极重常有力不能胜之感但又不愿向周围的人求救梦境中的险恶场面正是她生活中困境的特殊描绘心理学家告诉她只要能摆脱生活中紧张感和压抑感恶梦将与之告别因此如果你不是工作生活压力太大或最近经受大的惊吓建议你到医院检查一下若是前者要注意保持情绪乐观消除矛盾冲突加强体育锻炼
69413,69413,烦恼-校园生活,中国传媒大学新生住宿条件如何中国传媒大学新生住宿条件怎样女生现在是六人间有独立卫生间和小柜子但放衣服可能不够另现在好像有修新公寓不知道新生会不会住到那边去谁知道中国传媒大学的住宿条件啊住宿条件还算可以吧我主要说本科生的男生都住梆子井公寓在学校的外边要过天桥四人间上床下桌有阳台和卫生间女生分两种一类住学校里面主要是号楼六人间上下铺公共卫生间另一类住中蓝公寓从学校西门出去六人间上下铺独立卫生间有阳台所有的宿舍都有宽带连接有天线不过要自己买电视和电脑希望对您有所帮助
69415,69415,烦恼-恋爱,我刚来到龙岗做生意就被几个自称是消防队的骗了元请问有报警啊别的办法没有的
69437,69437,烦恼-两性问题,这到底是什么原因了以前一切都很正常的在一次前奏中突然生这样问题我想很多男士都遇到过的应该没有什么问题可能是那天你有点累某些神经对那方面暂时失去控制等等只要身体保持好好的一切都没有问题
69478,69478,烦恼-夫妻,我和老公结婚有五年了中间吵架不少一吵架现在他都是不理人我找怒色然你们是夫妻了那么生活在一起碰碰撞撞也是正常的不要去计较这些小事只是你们不要为这种事老是吵吵闹闹这才是主要的啊关健的还是你啊你是不是可以一忍而避事呢夫妻间除他出轨可者是懒得不负责任不顾家那才是要争论外其余的都是可以不要争的啊男人只要你女人能够笑脸相迎与微笑满面那是不会有气的啊这就是我们女人处事的秘密啊这就是我们通说的撒娇与嗲艳啊你结婚后这一点变了吗比如你的打扮与穿着你的那种关爱与美丽是不是你变了你自已有没有厌倦他呢你心里烦不烦他呢这就是你们争吵的根啊一只碗是响不起来的哟我们做女人的总是要吃亏点才是呀这就是委屈的心泪也只能暗暗流呀其实妻子的各异亏到头来是占便宜的呀因为你得来的是家庭的和睦啊夫妻的恩爱哟这我可能多说了我们女人了请你谅解我说的是真心的治家话呵
69500,69500,烦恼-交友技巧,男朋友的爸爸得了癌症要和我分手有谁能帮帮我我和我男朋友才刚恋这样的人一般只有两种要么的确是善良要么就是想甩了你以你对他的了解看看他是哪种人再做决定
69528,69528,烦恼-校园生活,如何培养学习兴趣积极期望积极期望就是从改善学习者自身的心理状态入手对自己不喜欢的学科充满信心相信该学科是非常有趣的自己一定会对这门学科产生信心想像中的兴趣会推动我们认真学习该学科从而导致对此学科真正感兴趣一位学生对学习毫无兴趣怀着一种焦急的心情等待下课铃声为了培养对地理的兴趣他作了这样的练习我喜欢你地理重复几遍之后他觉得地理不像从前那样枯燥无味了第二天他在图书馆借了一本有关地理的书回家后收拾一下房间高高兴兴地读了起来再上地理课时也开始听老师讲解了后来很喜欢地理总是急不可待地盼着上地理课从可以达到的小目标开始在学习之初确定小的学习目标学习目标不可定得太高应从努力可达到的目标开始不断的进步会提高学习的信心不要期望在短期内将成绩提高上去有的同学往往努力学习一两周结果发现成绩提高不大就失去信心从而厌恶学习持之以恒地努力一个一个小目标的实现是实现大目标的开始了解学习目的间接建立兴趣学习目的是指某学科的学习结果是什麽为什么要学习该学科当学习该学科没有太强的吸引力时对最终目标的了解是很重要的学习过程多半都是要经过长期艰苦努力的这种艰巨性往往让人望而却步而学习又是学生的天职不能不学所以要认真了解每门学科的学习目的看书上的绪言部分听老师介绍学科发展的趋势或从国家社会的发展前景的高度去看待各门学科例如记外语单词和语法规则常常是枯躁无味的但记住以后会给听说读写译等技能的培养带来很大的帮助而且考试中也会得高分如果我们对学习的个人意义及社会意义有较深刻的理解就会认真学习各门功课从而对各科的学习发生浓厚的兴趣培养自我成功感以培养直接的学习兴趣在学习的过程中每取得一个小的成功就进行自我奖赏达到甚么目标就给自己什么样的奖励有小进步实现小目标则小奖赏如让自己去玩一次自己想玩的东西有中进步实现中目标则中奖励如买一本自己喜欢的书画或乐器等有大进步实现大目标则大奖励如周末旅游等这样通过渐次奖励来巩固自己的行为有助于产生自我成功感不知不觉就会建立起直接兴趣把原有的其他兴趣转移到学习上来以培养新的学习兴趣每个人在少年儿童时期都有自己特别感兴趣的事如爱玩汽车爱搭积木等到了高年级后就应当去发现了解与爱好有关的知识如怎样当个好驾驶员汽车是如何发动的汽车的构造原理是什麽我所学的知识中那些和它们有关系这样就把对学习的兴趣在原有的基础上发展起来爱因斯坦中学时只对物理感兴趣不喜欢数学后来他在向纵深研究物理时发现数学是其基础便又产生了对数学的兴趣又如你对语文基础知识的学习不感兴趣而对写作非常感兴趣这样你可以通过写作练习体会出语文基础知识的学习对写作的重要意义从而增强对语文基础知识学习的积极性在解决实际问题的过程中确立稳定的兴趣用学得的知识解决实际问题一是能巩固知识而是能修证知识三是能带来自我成功的喜悦情绪这种喜悦情绪正式建立稳定持久的兴趣所必需的保持兴趣的最容易的方法是不断地提问题当你为回答或解答一个问题而去读书时你的学习就带有目的性就有了兴趣准备一些问题是很容易的仅仅把每节的标题成问题就是了例如学习阿基米德定律时你可问阿基米德定律的内容是什麽它是怎样发现的怎样证明它的结论是对的它的公式是什么使用它应注意甚麽问题我能否用其他的办法推出为了回答这些问题一开始你强迫自己详细看下去但是一旦你真正的往下看你就会被吸引住想像学习成功后的情景激发学习兴趣当我们满腔热情地去做任何一件事前一般都对它的结果有了预期的想象而坚持去做这件事情例如你想像某个电影非常好看才促使你去看假如你事先想像这个电影不好看那么你一定不去看厨师想象出自己做出来的佳肴是什么味道继而辛苦劳作作曲家想象出自己作出的曲子会产生什麽样的声音从而激发出他的创作热情你可以想象出考试成绩优秀可以顺利进入大学为家庭为社会作出贡献为个人创造好的前程也可以想象出考试成绩优秀得到老师家长的赞扬得到同学们的羡慕等从而激发学习兴趣想像会帮你成功假如你能坚持用这种小方法激发自己对某门学科的兴趣相信你在不久的将来会对自己不感兴趣的学科感了兴趣
69534,69534,烦恼-夫妻,以前夫妻间对外人相互介绍时称孩子她爸妈但现在为什么一般都称以前的家庭关系很稳定孩子她爸妈是真的孩子她爸妈现在不一定了还没有成家的不要孩子的孩子不是一方或双方的临时夫妻的
69649,69649,烦恼-恋爱,爱可以简单没有猜疑吗他很优秀我也不错但是我们互相猜疑真爱也会有猜疑爱情是需要沟通的如果缺少沟通这座桥梁即使不猜疑也怕误会你跟他说了想放弃他他能不猜疑你吗他一拖再拖显然是舍不得你你又说你心软还是爱他可是这只在你的心里他不知道你们需要沟通有这么好的条件要好好把握多付出一些
69655,69655,烦恼-恋爱,朋友们快来看下这是我姐姐我老婆的姐姐和姐夫我的铁哥们的事有以前的感觉是因为这么久没有人像以前的男友对她好过她也没有再对谁真的付出感情这次她真的付出了自己感情同时也感觉到这个男人很爱她过去的事已经过去了是在也回不来了不可能因为以前的一个人而牵绊自己一辈子现在要知道的是能不能用自己的心去全心全意的去爱现在这个男人如果因为怕失去而不敢爱那么永远也不会得到爱
69665,69665,烦恼-夫妻,作为男人是否有必要限定自己在三十岁前结婚你是不是现在正愁结婚啊想什么时候结就什么时候结啊别管那么多了我知道你会有很多方面的压力可是没办法你要想得到一样东西总要放弃很多的人要达到自己的理想与目标就是在这路途中不断得放弃放弃再放弃我虽然现在不结婚可我也要晚结婚
69674,69674,烦恼-恋爱,恋爱中的女生你们和男朋友谁花对方的钱多一点我总不好意思花男朋男朋友很大气对谁都很大方我也不是很愿意花他的钱毕竟他还是学生也是问家里面要钱而我业没有钱给他花不过在外面吃饭一般都是他买单而我偶尔帮他充充话费给他买点小东西我觉得这样还挺好的
69681,69681,烦恼-两性问题,我男朋友总是想可我发生关系可是我不想这么早怎么办啊我男朋友请你一定要慎重这不是件小事认真的想一想他和你在一起到底是真心爱你还是只是想要你的身体如果是真心爱你你和他好好讲道理也许一遍不行就二遍三遍直到他听为止不要轻易的就把自己给他也许现在他会生气的但是结婚后他就认为还是你比较高贵不象别的女孩把这不当回事在婚前他得到了你对你也不会太重视的认为你太轻浮了如果你给了他结婚后你可能就会想他跟你结婚到底是爱你还是为你负责任到那个时候后悔就晚了
69685,69685,烦恼-恋爱,爱情的保质期有多久爱情可以有多久的保质期会没有什么办法可以让如果双方都是带目标恋爱的那么会更长久所谓的目标就像结婚
69697,69697,烦恼-两性问题,为什么和男友亲热时我发现他那东东像钢铁般粗硬还会耀武扬威地上下跳充血膨胀的结果正常的男人都会如此
69721,69721,烦恼-夫妻,我应怎么面对丈夫的前妻我与丈夫相识一年前他就已经离婚了原因说见了她要表现了温柔大方通情达理就可以
69760,69760,烦恼-两性问题,精子少怎么办我的精子少成活率还低并且每次和我老婆做完爱射精的自信很关健不要认为你不行你认为行他就行不然有心理障碍不要药补药补不如食补加正常的运动就可以了另外可以对女人色一些色狼通常有很好的性欲一些很古板人的会压制住性欲对自身的能力产生一定的影响
69761,69761,烦恼-恋爱,如果到了最后付出的都没有回报反而伤害的一败涂地还会坚持吗爱上了一爱情有风险投资需谨慎要是真爱哪会考虑那么多弄得像炒股票似的
69763,69763,烦恼-家庭关系,能否因为婆媳关系不好就和男人离婚吗自己的男人再好也经不住婆母子是连心的儿子是妈妈出来的假如看不好婆婆跟老公也不能够维持多久的所以说古人教女人一定要很好地伺候孝顺公婆这是第一位的假如你因为老公而嫁的那就吃亏了男人对于女人的爱是情爱多是爱欲是很容易变的而公婆对媳妇的爱则是能够跟你的父母相均等的即使老公出轨花心有公婆为你做主你的地位是不可改变的一定两边都不能够偏废重点应当放在对老人的恭顺方面老人看的是媳妇的内涵男人看的是外表假如我们一时难以达到很高深的内涵就乖乖的听话不要发表言论想说话到老公面前说不要在公婆面前多发表意见女子无才便是德无才的人主要是没有口才无口才就说话少说话少一定是优点不是缺点因为祸从口出病从口入你不清楚人家的想法以为自己在讨好可是却使人烦恼招人厌恶引来非议和批评事与愿违女人千万不要学泼辣的凤姐最后导致的结果就是被休就以一颗平常心去生活去做事你要放下讨好婆婆这个概念不用讨好讨好你的期望值会很高不要刻意去做表现的事只要柔顺就好一即是一切一切即是一如果你自身在这个家的问题不能搞定带着问题到下一个婚姻中也未必就能顺利过关的因为周围的环境是你的心感应变现出来的心没有变环境不可能真正改变
69792,69792,烦恼-两性问题,如果您丈夫阴茎短小您会在外面找情人吗拒绝背叛要么离婚要么老老实实守好自己的本分凡事要将心比心考虑一下这种情况发生在对方时自己的感受吧
69798,69798,烦恼-恋爱,最爱的人结婚新郎不是我送什么礼物最好呢最爱的人结婚新郎不是我送什有必要一定要送吗如果真的想送就送一个水晶球吧漂亮又易碎
69844,69844,烦恼-恋爱,她会因为我不会哄她提出分手这样的女孩值得爱吗我想你应该先学会了解女孩子的心不管什么样的女孩子都是喜欢被人哄的从小到大我看着我的小表妹长大小时候奶奶哄长大一点做哥哥的我哄她现在有了男朋友就交给他来哄了女孩子就是女孩子你不能用男生的观点来看待她的行为男生和女生是不一样的两种生物这也许说得有点过分但是如果你不了解女孩子的话你会失去一个在你生命中唯一出现过一次的你最爱的女孩她仍然爱你因为她先对你说明了原因告诉了你她的需要路边走得太尽爱情仍未进入死胡同但是话说回来她需要你哄她是要你用什么来哄贵重的衣服供她花的钱为了满足她的虚荣心而要你去拼搏平时她有没有关心过你生病的时候有没有看到她心疼的样子心疼了多久会不会才几个小时就把你给忘了在你遇到困难的时候她是不是在背后支持着你这些都是你要看准的东西看准了才不会白白付出你的感情祝你能幸福
69851,69851,烦恼-恋爱,如何选择我真的不知道该如何选择好了男朋友说想年底结婚他比我自己的事自己拿主意像这种终身大事还交给别人安排如果你还没想好结婚的事最好不要匆忙慎重为好天涯何处无芳草你还年轻机会多多呢又不是过了这村就没这店了考虑好了再做决定
69872,69872,烦恼-恋爱,你会为了什么放弃爱情就算是一个调查吧到底有多少因素可以让你放残酷的现实
69892,69892,烦恼-恋爱,我又与前男友见面了怎么办十年前早学校就谈的男朋友五年前也就是可以做为朋友来处处你想想就算是朋友长久不见也会思念之类的你就换个角度想想吧在说你们都是有家庭的人了或许这只是短暂的思念罢了不代表以后都是的三思吧别出轨了这样对谁都不好
69897,69897,烦恼-恋爱,心有余而语言不足怎么办呢就是对付一群美女的嘴的说不过他们呢明那只好让她们说吧只能甘拜下风
69916,69916,烦恼-恋爱,水瓶男和处女妹适合做情侣吗水瓶追了处女一年多水瓶是处女好朋友的爱情来临时我们许或会不知所措的张扬爱情在爱的海洋中迷航平淡不惊的婚姻生活就是尘世伟大的爱情爱情就是爱生活懂的如何在恋爱婚姻中不断的摆正自己爱就是投入忠诚用心勇敢喜悦愿意责任和谐把所有的大写字母连起来就是要得长久还要了解信任有新意关怀
69921,69921,烦恼-两性问题,女人安全期是指什么女人安全期是什么我早上发帖子问没带套能不能先知道什么时候是排卵期除啦排卵期就是安全期怎样识别排卵期推算法大部分妇女在下次来月经前周左右天排卵可以根据自己以前月经周期的规律推算由于排卵可受疾病情绪环境及药物的影响而发生改变应与其他方法结合使用测基础体温女性排卵一般在基础体温上升前由低到高上升的过程中在基础体温处于升高水平的三天内为易孕阶段但这只能提示排卵已经发生不能预知排卵将何时发生经小时充足睡眠醒后尚未进行任何活动之前测体温并记录正常情况下排卵后体温上升如无排卵体温不上升整个周期呈低平体温需反复多次测试并用看表点线相连进行分析若月经不规律或不规律如夜班出差失眠情绪变化疾病等不能用此法判断有无排卵观察宫颈粘液月经干净后宫颈粘液常稠厚而量少甚至没有粘液称干燥期不易受孕月经周期中期随着内分泌的改变粘液增多而稀薄阴道分泌物增多称湿润期接近排卵期粘液清亮滑润而富有弹性如同鸡蛋清状拉丝度高不易拉断出现这种粘液的最后一天前后小时之间是排卵日因此在出现阴部湿润感时为易孕期排卵测试纸首先确定月经周期从月经周期第天开始测试每天一次每日收量上午点至下午点之间的尿液进行观察
69930,69930,烦恼-恋爱,怎样做才叫温柔的女人是不是所有的男人都喜欢温柔的女人要怎样做温柔表现在晚上独坐窗口静静等他上班表现在深夜醒来给他盖被子表现在一日三餐给他盛饭每天晚上给他端洗脚水看他病了一脸焦急看他难过跟着流泪这就是他一个男人眼中的温柔
69941,69941,烦恼-夫妻,性厉害要多多控制啊
69944,69944,烦恼-恋爱,他是恨她还是没那么喜欢她有个女孩是外地来沿海工作的学历不高时间过了好几年中间都经历很多事你先慢慢接触看看拿出诚信相信付出会有回报的
69966,69966,烦恼-两性问题,请问你们喝过老婆的奶水吗什么时候什么味道我喝过他说有点像花生的味道有淡淡的甜也有点咸
69972,69972,烦恼-恋爱,怎么总感觉他拿我当妹妹喜欢而不是我想要的当女人的喜欢恩其实这也我妹妹曾经也像我表达过但我还是拒绝了因为我爱她所以不想伤害她但那种应是友情升级到了亲情了如果他真是把你当妹妹看那我想你也应该高兴的接受那份爱毕竟那是无私的爱
70000,70000,烦恼-两性问题,的时候龟头会流出一些液体非射精啊那些液体是什么里面射精前分泌出来的液体统称摄护液与女人下边分泌的爱液也叫淫水一样在做爱时起润滑作用摄护液的主要是由前列腺液和精囊液混合而成其中有时会含有少量的精子这也就是某些人靠体外排精法避孕遭受失败的原因所在
70010,70010,烦恼-夫妻,老公晚上一个出去吃宵夜能让人相信吗早上出门看见车不在原来的地方你好首先我要说的是婚姻是靠不断的经营失去经营了就要到边缘了我个人的观点你现在要做的是找个时间和你的老公心平气和的互相沟通一下好好的谈谈你反思一下之前你们肯定是闹矛盾了或是因为在某些问题上发生了分歧促使你的老公一个人出去吃宵夜不知到我猜得对不对世界上没有无缘无故的爱也没有无缘无故的恨更没有无缘无故的事情发生你说你的老公在家的表现更能体现出他有问题了是吗从你的描述上看让他做事你想过吗人都在不断的发生微妙的改变你也会你的老公就是在之前发生的问题当中找出了吸取教训的办法了才如果他不听你的指使你会生气你也会这么想因为听与不听或许都是一个看法其实你根本不知道男人内心的真实想法的你所看到的只是表面现象是猜想话说回来你为什么不往好处想他呢如果你的老公什么都不做你是不是就没有怨言了呢未必吧或许会更多其实也许你的老公就想试探一下你是否真的在乎他就是让你产生错觉目的就是让你多关心他体贴他同时给他一些温暖再有就是你的老公这样做最主要的就是看你有什莫反应我建议你没必要想那些无中生有的事自寻又伤害自己如果你还爱他还想维持你们的婚姻就要想一些有利于家庭和睦的方案夫妻之间是互补的要互相理解互相帮助互相包容做到取之长补之短换位思考祝你心胸放宽以心情愉快为主好自为之
70022,70022,烦恼-恋爱,我喜欢她她跟我说别人在追她是不是暗示我什么我跟她说了表白的话她说这么说吧只能说明你不是她心目中的那个心动的人如果这个世界上都是自己喜欢的人就能在一起那世界上就没有悲剧的发生所以你看淡一点只要你说出了喜欢不喜欢就是她的事所以你放开心你在没有追她前也没有得到什么被拒绝了也没有失去什么记住一句话是你的总会是你的不是你的留也留不住
70028,70028,烦恼-夫妻,老公总跟年轻女孩混我怎么办多岁了他总跟岁的女孩关系暧如果你的内心很痛苦的话就不要在将就了否则对你的身体是相当不利的可以起诉离婚由法律来判断好了带着自己的那份应得的财产跟儿子好好过如果你还可以承受的话就睁只眼闭只眼算了我建议你学一门乐器在音乐中放纵一下自己的情绪是很好的不信你就试试时间长了你不理他臊着他他也许会收敛些
70046,70046,烦恼-两性问题,他为什么不想做爱和老公结婚年了以前性生活还比较和谐他知道既然他坦言不满意你的身材那么你就试试能否想法重塑自己的体形婚姻的日子久了难免会出现这种厌旧的心理很多男人在这种情况下虽然没有寻求外遇但对婚内性生活开始冷淡这也是正常现象此时女方只能想方设法改变自己比如瘦身发型服饰化妆品等有时一件新款性感的内衣也许就会唤起他的性欲试试看吧
70079,70079,烦恼-家庭关系,老人变老后的性情会有什么变化呢是越变越通达呢还是越来越挑剔越老年人变老有生理和心理两种变化性情是属心理方面的老年人的心理变化有以下特点身虽老心亦壮因身体老而觉得力不从心而容易出现焦虑执拗喜怒无常脾气很难琢磨像小孩一样记忆减退忘前失后不记近事记远事新近发生的过后即忘很远的往事却如数家珍性情变异孤僻难近有因对生活失去兴趣怀念故友自恃老本的因而性格会变得不近常人要区别对待所以作为后辈要摸清老人变异的原因加以妥善解决才有利于使老人健康长寿
70111,70111,烦恼-恋爱,我和男朋友现在处于冷战之中我该怎么做才知道他还在不在乎我一直等下去吧你就知道他到底在不在乎你了等得越久他就越不在乎你这样真是在浪费时间你应该好好审视一下你们之间的关系到底是不是还相爱的如果是就不要再浪费时间了好好珍惜吧
70134,70134,烦恼-恋爱,女孩子和我保持联系却不愿意和我见面是什么意思有很多可能或许女孩不是那么的喜欢你也许就是她有很多事情还是不放心受过伤你可以和她好好谈谈相信你会和她见面的努力吧兄弟
70181,70181,烦恼-恋爱,请大家帮帮忙分析一下他到底喜欢我吗我们还能在一起吗谢谢了感情的事情嘛很难说但是我想讲这样一个事情一个人很爱他女朋友即使他们分手一年后他依然这样觉得并一直祝福着她回想两个人在一起的时候他说每当心情不好他总会习惯一个人去待着有时候她也过来陪着他即使都不说话还是觉得很好为什么你作为女朋友非得认为两个人相爱了一定要把心烦把困难向你分担呢为什么不尊重他的想法让他安安静静的呆着呢还有在气头上的时候不要说过头的话即使无意的但是本来心情不好极有可能作为两个人争执的导火索
70232,70232,烦恼-夫妻,不爱自己的老公了怎么办我和我老公相识了年年前因为分手的时你好看了你写了这么多感觉你是真的想离婚了我不想在婚姻上多说什么因为我没什么资格但我有点不太明白你这么爱你的孩子甚至为了孩子你结婚你也可以为了孩子什么都不要怎么会幼稚到要一个没有见过面只是在网上认识的男人呢而不要孩子了呢其实我感觉你应该好好的反省一下你应该珍惜下你现在拥有的东西看了你写了这么多我认为你老公输给了一个死人你老公不会那么差要不开始你就不会和你老公在一起了这是个人意见最后我认为你活在现实当中现实也有很多好玩的东西如有冒犯我向你说对不起请原谅
70234,70234,烦恼-家庭关系,谁能救救妈妈的眼睛今年的月日妈妈在桂林的阳桥上由千万不要用偏方否则可能会对身体产生不可弥补的伤害建议你上网查一下大的医院有资历的再联系他们问一下是药分毒不正确的用药会影响你妈妈的寿命不管怎样有这样的好妈妈长寿一些做儿女的也可以多尽一点小孝心啊对吗
70273,70273,烦恼-交友技巧,怎样能够在一个全新的场合给大家一个很好的印象听说第一印象很重要如果是在工作场合应该注意时刻面带微笑主动向别人点头示意或者打招呼开口前先说你好多用礼貌用语动作幅度不要过大凡事先思考一下再着手操作整理好自己的台面资料保持清洁和整齐
70274,70274,烦恼-恋爱,做女人难哪是啊做人都很难生活就是这样的很多事情是我们无法预料的不管发生什么情况我们都的去面对没有挑战就永远不能战胜自我
70310,70310,烦恼-校园生活,高一班会活动要搞一个班会纯属娱乐的重要的是互动要调动起同学们的积级性你在纸条上写上全班同学的名字一个名字一个纸条让某位同学抽然后让他描述纸条上写的人的特征让其他同学猜你可以给猜对的同学一些小礼物再让刚才被描述的同学继续抽纸条如是循环时间你自己控制可以曾加同学之间的相互了解给全班同学分组你出一些题让各组竞答给最后的优胜组一些奖利可曾加团队凝聚力和集体荣誉感题目的新颖和各组间的平衡要你自己把握了传话游戏你说一句话让同学一个一个悄悄往下传不能大声只能说一遍看最后错没错错了的话一个一个往回找让第一个错的人演个节目以上只是个参考希望能打开你的思路祝你成功
70313,70313,烦恼-恋爱,明知道没有结果的感情还有在一起的必要吗我和男友恋爱了两年我对你对做女人的认识还真是不敢苟同你说的话我也算是出门能做贵妇在家能做主妇上床能做荡妇这都是相对于男人来说的而且也只是你自己的看法但是我认为男人未必就会认为这样的女人就是最好的我想问你对于你自己来说你能做什么妇呀你怕下一个男人不如他是因为在你的观念里你根本就没有自己的存在对自己没有正确的认识所以你对自己没有信心你认为女人生来就是只为男人而活的是吧那么你自己呢除了爱情除了男人你还拥有什么呢你有没有自己的思想有没有自己的工作和有没有值得自己去追求的别的东西呢我认为一个女人只有拥有充实的生活高雅的修养丰富的思想和成熟的心智才能拥有成熟而稳定的感情这样的女人才会是自信的美丽的可爱的你说呢女人拥有了自信就会变得魅力无穷同时也能够驾驭感情会懂得什么是自己需要的什么是自己不需要的不会怕自己会被男人抛弃或是找不到理想的男人拥有真正的自我才能拥有真正的幸福把握好自己的生活你说呢既然你们不可能有结果为什么还要在一起那不是给自己徒增困扰吗而且你还背叛过他那么就得想想你是否真的爱他不爱他的话就更不应该再在一起了愿你能仔细思量好好把握
70349,70349,烦恼-恋爱,男朋友要我给他爸妈打电话问个好男友要我今天打电话给他爸妈问个好礼貌归礼貌我看你还是错了那等你心情好了就觉得自己不对了你呀就是小孩子气
70363,70363,烦恼-夫妻,他已婚我未婚我和他他已婚我未婚我不知道我和你一样爱上了一个男人我在得不到他时极度痛苦想离开他很多次他都用柔情甜话把我挡回去了但现在我依然痛苦虽然他不再和他老婆同床每天几乎都来我这听到他和她讲电话我还是会嫉火中烧总想离开他不过他死活不愿离开我总是柔情蜜意的当然我对他比对婴儿还疼我跟了他年了依然一无所有他有个孩子我不忍答应等他年但这等待的岁月比做牢还难受还不知他何时会变我劝你快刀斩乱麻他是个骗子但你头脑要冷静以最快的速度找个对象幸福给他看也是最好的疗伤方法或者离开他的身边城市再找你还很年轻既然他是不负责任的人你不要再留恋他的好一定要记住他的无情找到新的对象后一定要寄几张你最美丽最性感的照片给他把他气死最好你不会是很随便的女人在下个老公没结婚之前不要和他上床修补一下你一定要好好经营你的真命婚姻从心里忘记这个骗子和你发生的一切什么也没发生要有最大的幸福才对得起自己气死他临走最好根他说一句你是我玩过的最下等男人我看不起恶心你我相信他会气一辈子这话也要让他老婆听到若是我一定告诉他老婆他和你缠绵时说的话和动作要具体而露骨一定会是他身边可重复多年的随时可引爆的炸弹谁叫他玩弄别人自食其果祝你幸福
70369,70369,烦恼-恋爱,追女友问请恋爱高手们追女孩追的太紧她会不会烦如果她真心喜欢你的话就不会烦反之就烦了
70370,70370,烦恼-恋爱,在网上认识了一个女孩她说她喜欢我我也不反感她可靠吗本人在她要来就来呗你们也正好可以多相处多了解一下你就先当个朋友在她需要帮忙的时候帮助一下不要显得太急躁了要是个好女孩就更该这样了很多时候都是顺其自然的爱情不是着急来的祝福你们
70374,70374,烦恼-恋爱,儿子不爱跟我睡我家宝宝已二岁三个月了但一直都是跟奶奶睡听说宝宝宝离开了他熟悉的环境亲人就会产生恐惧焦虑不安等情绪你的宝宝由于适应了奶奶带他睡给他带来的安全感突然改变环境和亲人自然就会产生上述消极情绪成年人突然换环境也会带来心理不适的但成年人的表达方式释放精神压力的方法是多样化的不象小宝宝他们消除不良情绪的方法只有哭这一种宝宝不愿跟你睡可能会让你感到失落其实你大可不必他这个年龄段的宝宝还分不清奶奶和妈妈有什么区别谁能满足他的心理需求和生存需求他就会依赖谁如果有时间的话要尽量自己带孩子这倒不是说奶奶不爱孙子但老人的方法信息接受能力和渠道显然不如你们再加上老人怕委屈了孩子可能会溺爱孩子一旦给孩子养成不良习惯要改可就没有那么容易了还有老人的反应能力精力体力也的确力不从心为了孩子的安全势必要过多的约束孩子的行为当孩子的行为被约束之后他的思想也会一定程度上受到禁锢长远看对孩子性格发散性思维都有不良影响遇到孩子哭着要找奶奶或其他人不要向他妥协否则会养成他任性娇气的性格但这种时候跟这么小的孩子讲道理显然不起作用你可以采取转移他注意力的方法来对付他因为孩子的兴趣是广泛多变的等他不哭了以后也不要提睡字因为条件反射会让他又想起奶奶等他玩累了有了睡意你将他拥进怀里哼上一只优美舒缓的催眠曲他很快就会进入梦乡的你还可以虚心学习奶奶让他入睡的方法可能奶奶的方法更能给他带来安全感祝小宝宝健康成长
