,id,category,data
72205,72205,商业/理财-银行业务,工商银行有一种信用卡是一种它是美国运通卡和是一样都是国际信用卡结算公司但是在范围上没有广在美国是最普遍的在其它国家在高级场所一般都会有在国内是用不上的因为都是走银联的在国际网站上的在线支付支持的也少
72213,72213,商业/理财-银行业务,财付通怎么开通想在网上买东西可都要是要财付通来付钱这个财付按提示注册呗就有支付宝是差不多的东西当然安全的如果不安全也是你的电脑不安全而不是财付通本身不安全交易时就是要注意不要先确认收货一定要真正收到货后再确认付款充值很简单有可以网上支付的银行卡就能充值了具体多看看网站上的提示吧
72236,72236,商业/理财-外汇,招商银行外汇软件在哪里有的下载啊我进了招商银行的网站找不到在汇市沙龙里下载
72277,72277,商业/理财-贸易,出口退税什么意思什么时候到什么部分去退税出口货物退税应在其出口货物装载的运输工具办结海关手续后向其报关的海关申请办理出口货物的退税专用报关单浅黄色出口货物在口岸海关直接办理出口手续的由企业在口岸海关办理出口货物在内地海关报关后转关至口岸海关出口的内地海关在收到口岸海关的转关的通知单回执后才予办理出口货物退税专用报关单海关根据实际出口货物的数量价格等签发出口货物专用报关单并按规定收取签证费海关签发出口货物退税专用报关单的时间为装载出口货物的运输工具办结海关手续之日起至海关放行货物之日起的六个月内办理出口退税必须在出口货物实际离境后因此存入出口监管仓库的出口货物要待货物提取出仓库并装载运输工具离境后海关才能签发出口货物退税装用报关单通过转关运输方式存入出口监管仓库的货物企业应在货物装载运输工具离境后向处境地海关申请办理出口货物退税专用报关单提取出口保税仓库货物销售给国内企业或三资企业进行深加工产品复出口的海关按结转加工的有关规定办理不予签定出口货物退税专用报关单企业遗失海关签发的出口货物退税专用报关单可以补办补办时间为自该出口货物办结海关出口监管手续之日起个月内补办时企业应先到主管其出口退税的地市国家税务局申请税务机关经核实出口货物确实未办理过退税后签发关于申请出具补办报关单证明的报告企业得到报告后应该到出口货物原签发海关去办理补办报关手续海关凭报告补签出口货物退税专用报关单企业开展进料加工业务出口货物办理出口退税必须持外经贸主管部门批件先送主管其出口退税的税务部门审核签章税务部门逐笔登记并将复印件留存备查海关凭有主管出口退税税务部门印章的外经贸主管部门的批件方能办理出口料件登记手册企业因故未能执行进料加工合同需持原登记手册或海关证明到主管税务部门办理注销手续外商投资企业办理出口货物退税根据中华人民共和国增值税暂行条例和国务院有关规定对年月日以后办理工商登记的外商投资企业生产出口货物符合出口货物退免税管理办法的在办结海关出口手续后可申请办理出口货物退税专用报关章出口货物遇特殊情况发生退关或退运如海关已签发了出口货物退税专用报关单报关人需将该报关单退交海关如企业以交国家税务局办理了退税手续则应向税务局申请出口商品退运已补税证明在办理退关或退运报关时随报关单等一并递交海关才予办理退关或退运对出口企业违法骗取退税的行为由海关和税务机关按有关规定分别处理参考资料
72280,72280,商业/理财-股票,明天一定跌高手怎么看给我的感觉今天涨是不真实的明天就会有大量的短会才有可能探的太深就不行了没见总理都关心股市了吗可见股市不会深调从技术上说点附近是日均线和天线的结合处这里应该产生强有力的支撑而且大盘今天走得很稳上不去时就横盘所以外围很差的情况下我们可能低开这样明天的大盘会走的更稳周三有可能出现分化
72283,72283,商业/理财-创业投资,我想做编辑应该怎样朝这个方向发展我是今年毕业的大学生现在一先找本年版全国出版专业职业资格考试辅导教材初级之出版专业基础知识出版专业理论与实务这两本书对照看一下找出自己的差距书我可以卖给你然后到年月间报名参加考试月日参加初级考试通过了就可以到任何一家出版机构应征取得行业通行证要掌握的内容有语言文字规范汉语语法汉语修辞逻辑知识古汉语基础工具书的使用信息检索等选订几种期刊广西的出版广角上海的咬言嚼字北京的中华读书报了解行内的新书动态和资讯了解一点排版软件飞腾方正余暇找些报纸的新闻事件随意一篇先找找错字自己也展开编辑一次搞出十种思路改变卖书的习惯先看图书书名页信息这样算来最快也要年月才能成为正式编辑前面只要有相关知识便于通过编辑招聘考试先到小的出版机构当实习编辑
72315,72315,商业/理财-外汇,美国的参众两院分别有什么职能美国的参议院和众议院分别有什么职能美国参议院是美国国会两院之一另一院为众议院美国每一州于参议院中均有两位议员作为代表与各州人口无关所以全院员额为名议员参议员任期六年相互交错故每隔两年改选约三分之一的席位美国副总统为参议院主席但不担任参议员除非是为了打破表决平手的僵局否则不得投票参议院公认较众议院更为审慎参议员名额较少且任期较短容许学院派看法与党派之见较众议院更易自外于公共舆论参议院拥有若干表列于宪法而未授予众议院的权力其中最重要的是美国总统批准条约或任命重要人事时须采酌参议院之建议并得其认可美国宪法第一修正案两院制的国会是于制宪会议中所订立的康乃迪克协议所得的结果依该协议各州在众议院中的代表权以人口为基础但在参议院中具均等代表权宪法规定之制须经两院通过参议院所单独拥有的权力较众议院所单独拥有的权力更为重要其结果使得参议院上议院所负的责任较众议院下议院更为广泛美国参议院承袭古罗马参议院之名其议场座落于首都所在的华盛顿特区位于国会山庄北翼众议院则在同一幢建筑的南翼召开会议美国众议院为美国国会两院之一另一院为参议院美国每一州以人口为基准在众议院中行使代表权但各州至少有一名议员院内议员总数经法律定额为名众议员一任两年众议院主席称之为发言人两院制国会的起源是因为国家的创建者希望拥有一个贴近且跟随民意公论的人民议院以及与一个较为慎重且具贵族气派的参议院以防护集体情绪的狂乱宪法规定法律之通过须经两院允许众议院一般被认为较参议院更具党派色彩宪法制定者中有很多人企图让参议院一开始是由州议会选举成为公民直选的众议院的制衡机构于是建议与同意权如批准条约的权力授权仅由参议院单独行使众议院也有其独有的权力倡议岁入法案之权弹劾政府官员以及在选举人团僵持不下时选举总统然而所有这些权力都可由参议院反制参议院一般较众议院及众议员更具威望参议员任期较长人数较少且多数情况下较众议员代表更多的选民众议院会议厅位于首都华盛顿特区的国会山庄南翼参议院在同一建筑物的北翼开会
72320,72320,商业/理财-股票,继续持股
72328,72328,商业/理财-商务文书,杂志策划书怎么写杂志的策划书应该怎么写我想知道杂志策划书的文首先需要知道杂志策划的目的是什么是吸引投资还是其他
72384,72384,商业/理财-基金,数米网等不上去我已经一个星期都登不上去了怎么回事呀能上去的你检查你的网络吧不应该有什么问题的
72394,72394,商业/理财-股票,有关证券公司和结算公司的问题客户交易结算资金专用存款帐户和结算备年证监会出台了客户结算资金管理办法即业界通称的号令以前所未有的严格和详细程度对客户资金的管理加以规制其主要内容包括证券公司及其证券营业部必须将客户交易结算资金全额存放于在银行开立的客户交易结算资金专用存款账户和在结算公司开立的清算备付金账户第条证券公司及其证券营业部开立的客户交易结算资金专用存款账户和自有资金专用存款账户应在开立后个工作日内向证监会报备在获得账户备案回执之前不得使用结算公司和存管银行在确认帐户已备案之前不得对其划款第条客户交易结算资金只能在客户交易结算资金专用存款账户和清算备付金账户之间划转证券公司向客户收取佣金等费用时应集中从清算备付金账户向自有资金专用存款账户划拨第条证券公司应按月向证监会报告客户交易结算资金账面余额并抄送结算公司结算公司应当按月向证监会报告各证券公司清算备付金中的经纪资金自营资金账面余额存管银行应当按月向证监会报告所辖客户交易结算资金专用存款账户余额第条所以实际上是这样运行的客户的资金证券公司是要存入在银行开立的客户交易结算资金专用存款帐户内而客户交易后的结算是要再从客户交易结算资金专用存款帐户转入结算公司的结算备付金专用存款帐户进行结算的结算公司不是证券公司是证券公司与证券交易所进行交易结算的结算公司
72425,72425,商业/理财-股票,企业以赚取差价为目的从级市场购入股票债券基金所谓二级市场二级市场就是已上市股票或其它种类证券的交易市场它是相对一级市场初级市场而言一级市场就是新股或其它种类证券的发行市场欲达则不速
72440,72440,商业/理财-股票,请问高手机构进行股权创设是怎么回事如果发生了对股权证价格是权证价格的最终决定因素还是来自正股的价格券商可以创设权证只是为了抑制权证的过度投机
72443,72443,商业/理财-个人理财,其他资产包括什么其他资产核算的内容主要包括临时设施和长期待摊费用等临时设施是指施工企业为保证施工生产活动和管理活动的正常进行而在施工现场建造的供施工生产和生活使用的临时房屋建筑物构筑物
72504,72504,商业/理财-财务税务,通用机打发票作废怎么处理是不是到时要交还给税局昨天开的发票首先在系统里找到这张发票给作废了然后在票面上盖上误填作废章如果没有此章直接写上作废所有联次放在一起放在企业备查如果是增值税发票下次买票是要带上这基本上要看各地税务局要求本单位开出的发票作废不用交到税务
72507,72507,商业/理财-股票,明天起又将会走慢牛行情今天在多重利空打击下历受了考验明天将重不必太看坏也不必太看好的行情
72518,72518,商业/理财-财务税务,退还包装物如何做会计分录出售产品时包装物一块出售退回时将包装物可以作为出借包装物收取押金核算帐务处理购进时借包装物贷银行存款等出售产品领用时出售产品借银行存款等贷主营业务收入贷应交税金增值税销项税额贷其他应付款包装物押金领出包装物可以采用一次摊销也可以采用五五摊销借营业费用或销售费用包装物摊销贷包装物退回包装物时借其他应付款包装物押金贷银行存款等如果包装物不能退还抵扣押金时借其他应付款包装物押金贷应交税金应交增值税销项税额贷其他业务收入
72547,72547,商业/理财-外汇,汇率变化与哪些因素有关技术面和基本面
72552,72552,商业/理财-股票,在各种分析软件里有没有流通市值这个指数点哪个键能看到试一下这个软件飞狐交易师软件
72569,72569,商业/理财-股票,请教湖南海利荣盛发展哪个最近可以买请这两只股票凑不要买入可以参与目前的热点如化工板块
72600,72600,商业/理财-股票,龙哥请进问根据你的经验分析一下面临大盘处境我持仓的很久不见原来是装在套子里了哈哈空头趋势再次探底短线技术指标底背离操作建议短线反弹换股中线可以加仓底部箱体蓄力已成反弹随时展开操作建议重仓坚定持股轻仓择机增持附止损是炒股的必要手段
72602,72602,商业/理财-股票,大师请问中孚实业后市如何中孚实业后市涨幅已大谨慎持有注意风险走势和国际金属期货价格密切相关需要关注
72613,72613,商业/理财-外汇,为啥要下跌时卖掉那不是更亏了吗请指教当美元相对日元汇率下跌时炒汇和炒股票一样最理想的状态是在最低点买入在最高点卖出但是实际情况是我们无法判断出哪里是最低点和最高点因此一般人都会选择在最低点以后出现反弹的点买入在最高点后出现下跌时卖出并获利万一买错了就要赶紧卖出以减少损失把资金掌握在自己手中
72626,72626,商业/理财-财务税务,有关报表输出功能叙述不正确的有排除法选择
72628,72628,商业/理财-财务税务,刚毕业出来想了解下各种固定资产的折旧年限例如投影机会计上可以根据企业的需要来定没有太过硬性的规定税法上有明确规定但是如果在会计处理时候不按税法规定处理那在申报企业所得税的时候需要进行纳税调整比较麻烦而且比较费时间所以一般参照税法规定来处理中华人民共和国企业所得税法实施条例第六十条规定除国务院财政税务主管部门另有规定外固定资产计算折旧的最低年限如下一房屋建筑物为年二飞机火车轮船机器机械和其他生产设备为年三与生产经营活动有关的器具工具家具等为年四飞机火车轮船以外的运输工具为年五电子设备为年残值率一般为百分之五
72655,72655,商业/理财-股票,急问清泉老师要割肉出来吗成本是有反抽时可部分减仓
72665,72665,商业/理财-基金,请教列位大师我有嘉实融通易策略富兰克林弹性华把准备加上报优势改变为补进华夏红利或添富优势如何其他不要动参考
72673,72673,商业/理财-财务税务,单位申请税务注销写存货去向说明我单位申请注销税务要我们写存货的企业申请注销需要税务局管理所派员去清税查账需要核实企业的库存无欠税或其他涉税问题的同意企业注销企业需要提供库存盘存单与企业的账面库存核实实际库存与账面库存有差异的企业应予以解释清楚你可以按实际情况说明库存商品为滞销和过期商品可能要低价处理或按废品处理
72687,72687,商业/理财-财务税务,财务软件下载好了怎么安装我想学习一下财务软件现在已经下载好三本书一叠的共三叠那是压缩文件你右键点击选解压文件用解压好的文件然后再安装了
72697,72697,商业/理财-基金,易转换易策或易策还是易价值请大家帮分析一下谢谢提问级别学弟悬赏分分回答数浏览数我的易系组合拳市场从二八变八二不知后续如何我看了一下各基金公司旗下的基金要是具备以下几个条件到是蛮附合喜欢倒腾基金的基友鲜明的大盘蓝筹配置基金传统二线蓝筹配置绩优基金鲜明的中小盘蓝筹配置基金较大资金在一线二线蓝筹方面均衡配置基金股基转换免费好像没有最后设定易系基金大盘蓝筹红时进易短线不比易策嘉主差八二时换成易策不太想动了就变易价以上转换不要钱而且风格鲜明遗憾的就是易系也能整一个广发小盘类的基金就好了其它的易系中间品种就不考虑了害怕亏本就地转货基要钱我收藏的您可以参考
72725,72725,商业/理财-个人理财,股份有限公司增加资本的原因一般有筹措资金扩大营业规模增加项目投资
72772,72772,商业/理财-个人理财,请教高手每股净资产和每股收益的增加为何不同步根据国际通行会计准则企业的支出有收益性支出和资本性支出之分收益性支出的效益仅与本会计年度相关资本性支出的效益则与几个会计年度相关对每股净资产指标的调整实际上是扣除了资产中的一些潜在费用或未来费用
72807,72807,商业/理财-股票,我元买了近期有解套的可能吗有啊月日前肯定有赚
72820,72820,商业/理财-股票,市公司股票有定向增发的是不是对原始大股东的股票有锁股期锁股期一有啊确定看多少
72821,72821,商业/理财-股票,关于股票发行的问题如一股份有限公司有万资产要上市发行你的问题请看有关规定附后证券法规定第五十条股份有限公司申请上市应当符合下列条件一股票经国务院证券监督管理机构核准已公开发行二公司股本总额不少于人民币三千万元三公开发行的股份达到公司股份总数的百分之二十五以上公司股本总额超过人民币四亿元的公开发行股份的比例为百分之十以上四公司最近三年无重大违法行为财务会计报告无虚假记载证券交易所可以规定高于前款规定的上市条件并报国务院证券监督管理机构批准股票交易中会不会出现由于股价大跌股民手中的股票想低价抛出但无人接手的的情况当股票在跌停板上时这种情况会出现但从长远的角度看基本不会发生附上市公司新股发行管理办法年月日中国证监会令第号第一章总则第一条为规范上市公司新股发行活动保护投资者的合法权益和社会公共利益根据公司法证券法及其它相关法律行政法规的规定制定本办法第二条上市公司向社会公开发行新股适用本办法本办法所称上市公司向社会公开发行新股是指向原股东配售股票以下简称配股和向全体社会公众发售股票以下简称增发第三条上市公司发行前条所述新股应当以现金认购方式进行同股同价第四条除金融类上市公司外上市公司发行新股所募集的资金不得投资于商业银行证券公司等金融机构第五条上市公司申请发行新股应当由具有主承销商资格的证券公司担任发行推荐人和主承销商第六条中国证券监督管理委员会以下简称中国证监会依法对上市公司新股发行活动进行监督管理第七条上市公司申请以其它方式发行新股的具体管理办法另行制定第二章新股发行条件及关注事项第八条上市公司申请发行新股应当符合公司法证券法规定的条件第九条上市公司申请发行新股还应当符合以下具体要求一具有完善的法人治理结构与对其具有实际控制权的法人或其他组织及其他关联企业在人员资产财务上分开保证上市公司的人员财务独立以及资产完整二公司章程符合公司法和上市公司章程指引的规定三股东大会的通知召开方式表决方式和决议内容符合公司法及有关规定四本次新股发行募集资金用途符合国家产业政策的规定五本次新股发行募集资金数额原则上不超过公司股东大会批准的拟投资项目的资金需要数额六不存在资金资产被具有实际控制权的个人法人或其他组织及其关联人占用的情形或其他损害公司利益的重大关联交易七公司有重大购买或出售资产行为的应当符合中国证监会的有关规定八中国证监会规定的其他要求第十条上市公司有下列情形之一的中国证监会不予核准其发行申请一最近年内有重大违法违规行为二擅自改变招股文件所列募集资金用途而未作纠正或者未经股东大会认可三公司在最近年内财务会计文件有虚假记载误导性陈述或重大遗漏重组中进入公司的有关资产的财务会计资料及重组后的财务会计资料有虚假记载误导性陈述或重大遗漏四招股文件存在虚假记载误导性陈述或重大遗漏五存在为股东及股东的附属公司或者个人债务提供担保的行为六中国证监会认定的其他情形第十一条担任主承销商的证券公司应当重点关注下列事项并在尽职调查报告中予以说明一存在对公司经营能力和收入有重大影响的关联交易二与同行业其他公司相比公司重要财务指标如应收帐款周转率和存货周转率异常可能存在重大风险三公司现金流量净增加额为负且经营性活动所产生的现金流量净额为负可能出现支付困难四公司曾发生募集资金的实施进度与原招股文件所作出的承诺不符募集资金投向变更频繁使用效果未达到公司披露的水平五公司本次发行筹资计划与本次募集资金投资项目的资金需要及实施周期相互不匹配投资项目缺乏充分的论证六上市公司前次发行完成后效益显著下降或利润实现数未达到盈利预测的七公司最近年未有分红派息董事会对于不分配的理由未作出合理解释八公司缺乏稳健的会计政策九公司资金大量闲置资金存放缺乏安全和有效的控制或者大量资金用于委托理财十公司资产负债率过低通过股本融资会导致公司财务结构更加不合理或公司缺乏明确的投资方向资金可能出现剩余十一公司或有负债数额巨大且存在较大风险十二公司存在重大仲裁或诉讼十三公司内部控制制度存在较大缺陷十四公司可能不具备可持续发展的能力经营存在重大不确定性十五公司最近年内因违反信息披露规定及未履行报告义务受到中国证监会公开批评或证券交易所公开谴责十六公司董事会未履行其向全体股东所作出的承诺十七公司未按照中国证监会及其派出机构发出的限期整改通知书的要求完成整改第三章发行程序与审核事项第十二条上市公司董事会决定聘请主承销商事宜主承销商进行尽职调查后应就新股发行方案与董事会取得一致意见并同意向中国证监会推荐上市公司发行新股第十三条上市公司申请发行新股应当按照本办法的要求依法就下列事项作出决议一董事会应当就本次发行是否符合本办法具体发行方案募集资金使用的可行性前次募集资金的使用情况作出决议并提请股东大会批准二股东大会应当就本次发行的数量定价方式或价格包括价格区间发行对象募集资金用途及数额决议的有效期对董事会办理本次发行具体事宜的授权等事项进行逐项表决第十四条上市公司自提出发行申请至新股发行前发生证券法第条规定的重大事件以及本办法第条规定的重点关注事项应当及时通知主承销商并在个工作日内将上述情形报告中国证监会和证券交易所同时对发行申请文件予以修改需要提请股东大会批准的董事会应当及时召开股东大会第十五条上市公司申请发行新股应当按照中国证监会的规定编制并提交发行申请文件第十六条上市公司最近年财务会计报告均由注册会计师出具了标准无保留意见审计报告的公司应当在申请文件中提供最近年经审计的财务会计报告发行申请于下半年提出的还应当提供申请当年公司公告的中期财务会计报告如最近年财务会计报告被注册会计师出具非标准无保留意见审计报告的则所涉及的事项应当对公司无重大影响或影响已经消除违反合法性公允性和一贯性的事项应当已经纠正公司应当在申请文件中提供最近年经审计的财务会计报告及公司申请时由注册会计师就非标准无保留意见审计报告涉及的事项是否已消除或纠正所出具的补充意见发行申请于下半年提出的还应当提供申请当年经审计的中期财务会计报告发行申请于上半年提出预计发行时间在下半年的应当在中期报告公布后补充申请当年经审计的中期财务会计报告上市未满年及重大重组后距本次发行不满个会计年度的上市公司应当依据本条第款规定提供财务会计报告第十七条股票发行审核委员会以下简称发审委依法审核上市公司新股发行申请中国证监会根据发审委的审核意见依法作出核准或不予核准的决定第十八条发行申请经中国证监会核准后上市公司应当与证券交易所协商确定新股发行上市的时间及登记等具体事项第十九条上市公司增发的具体操作应当按照中国证监会的有关规定进行在确定股票发行价格之前上市公司可以向投资者发出招股意向书招股意向书应当载明本招股意向书的所有内容均构成招股说明书不可撤销的组成部分与招股说明书具有同等法律效力主承销商和上市公司根据投资者的认购意向确定发行价格后编制招股说明书并同时报中国证监会备案第二十条发行申请未获核准的上市公司自中国证监会作出不予核准的决定之日起个月内不得再次提出新股发行申请第二十一条上市公司和主承销商应当在申请文件中出具承诺函保证在有关本次增发的信息公开前保守秘密且不向在本次增发中参加配售的机构提供任何财务资助或补偿第四章信息披露第二十二条上市公司作出发行新股的决定应当按照下列要求披露有关信息一本次发行议案经董事会表决通过后应当在个工作日内报告证券交易所公告召开股东大会的通知召开股东大会的通知应当包括董事会决议提交股东大会表决的具体发行方案董事会关于前次募集资金使用情况的说明注册会计师出具的有关前次募集资金使用情况的专项报告并载明该项决议尚须经股东大会表决后报中国证券监督管理委员会核准字样二董事会应当在股东大会召开日前至少个工作日就以下内容以公告形式通知股东涉及运用募集资金收购资产包括权益的董事会应当公告被收购资产的评估报告如收购完成后上市公司对被收购企业具有实际控制权或应将被收购企业合并报表的董事会还应当公告被收购企业最近个会计年度及最近一期经审计的财务会计报告并承诺上述收购不会导致公司缺乏独立性对于与本次发行有关的关联交易公司董事会应当在公告中保证该项交易符合公司的最大利益不会损害非关联股东的利益及产生同业竞争三股东大会通过本次发行议案后公司应当在个工作日内公布股东大会决议公告中应当载明该方案尚须报中国证券监督管理委员会核准字样如果股东大会对董事会的发行议案有变更还应当公告变更后的内容第二十三条上市公司应当自收到中国证监会核准发行通知之日起个工作日内发出获准发行新股的公告发行申请未获核准的上市公司应当自收到中国证监会通知之日起个工作日内发出未获准发行新股的公告第二十四条上市公司接到中国证监会核准发行新股的通知后可以公告配股说明书或招股意向书获准配股的上市公司应当在股权登记日前至少个工作日公告配股说明书配股说明书公告后至缴款截止日前上市公司应当就该说明书至少再发布一次提示性公告注明配股说明书的放置地点及中国证监会指定的互联网网址获准增发的上市公司应当在发行价格确定后公告发行结果其中注明招股说明书的放置地点及中国证监会指定的互联网网址供投资者查阅第二十五条上市公司公告的配股说明书招股意向书应当与报送中国证监会核准的文本内容一致确有必要修改的应当在公布前取得中国证监会的同意第二十六条上市公司增发披露盈利前景的应当审慎地作出盈利预测并经过具有证券从业资格的注册会计师审核如存在影响盈利预测的不确定因素应当就有关不确定因素提供分析与说明上市公司增发未作盈利预测的应当在招股意向书发行公告和招股说明书的显要位置作出特别风险警示第二十七条上市公司应当在新股发行完成后的三年年报中对本次募集资金投资项目的效益情况作出持续披露第五章法律责任第二十八条为上市公司发行新股提供服务的中介机构未按照中国证监会的规定履行勤勉尽责义务的中国证监会给予公开批评并限期整改在整改期间暂缓接受有关中介机构出具的文件第二十九条证券公司未按照证券公司内部控制指引建立内部控制被中国证监会责令限期整改的在整改期间中国证监会暂缓受理其对上市公司发行新股的推荐意见第三十条上市公司和承销商在发行信息公开前泄露有关信息的中国证监会给予公开批评并责令上市公司发布澄清公告第三十一条上市公司和承销商向在增发中参加配售的机构投资者提供财务资助或补偿的中国证监会给予公开批评并责令立即改正第三十二条上市公司增发完成后凡不属于公司管理层事前无法预测且事后无法控制的原因利润实现数未达到盈利预测的上市公司董事长公司聘请的注册会计师担任主承销商的证券公司法定代表人业务负责人和项目负责人应当在股东大会及指定报刊上公开作出解释利润实现数未达到盈利预测的如无合理解释上述人员应当在指定报刊公开道歉未达到盈利预测的中国证监会对有关上市公司给予公开批评自作出公开批评之日起年内不再受理该公司发行新股的申请第三十三条上市公司配股完成当年加权平均净资产收益率未达到银行同期存款利率的上市公司董事长担任主承销商的证券公司法定代表人业务负责人和项目负责人应当在股东大会及指定报刊上公开作出解释如无合理解释上述人员应当在指定报刊公开道歉中国证监会对上市公司给予公开批评上市公司配股当年出现亏损的中国证监会自作出公开批评之日起年内不再受理该公司发行新股的申请第三十四条金融类公司以外的上市公司将募集资金投资于商业银行证券公司等金融机构的中国证监会给予公开批评并责令立即改正第六章附则第三十五条境内上市外资股股公司发行股原则上按照本办法执行第三十六条本办法自发布之日起施行关于上市公司配股工作有关问题的通知证监发号关于上市公司配股工作有关问题的补充通知证监公司字号上市公司向社会公开募集股份暂行办法证监公司字号境内上市外资股股公司增资发行股暂行办法证委发号同时废止
72834,72834,商业/理财-财务税务,关于固定资产累计折旧请教老师我单位在年月买了一辆小处置固定资产时应该将该固定资产净价转入固定资产清理借固定资产清理累计折旧固定资产减值准备贷固定资产收到处置的现金借现金贷固定资产清理我搞不懂你单位为什么挂其他应付款是不是该车产权部分归个人销售固定资产如不符合税法规定条件应缴纳增值税借固定资产清理贷应交税金应缴增值税销项税额固定资产处置完毕将处理净损益转到营业外收支出如为净损失借营业外支出贷固定资产清理如为净收益借固定资产清理贷营业外收入结转营业外收支借本年利润贷营业外支出借营业外收入贷本年利润因此你的理解基本是正确的
72842,72842,商业/理财-贸易,托运的具体流程是什么他的价钱是多少一般多少天能到目地的空运托运流程办理托运各外贸公司及工贸企业在备齐货物收到开来的信用证经审核或经修改无误后就可办理托运即按信用证和合同内有关装运条款以及货物名称件数装运日期目的地等填写托运单并提供有关单证送交外运公司作为订航班的依据安排货舱外运公司收到托运单及有关单据后会同中国民航根据配载原则货物性质货运数量目的地等情况结合航班安排舱位然后由中国民航签发运单装货装机外运公司根据航班代各外贸公司或工贸企业往仓库提取货物送进机场凭装货单据将货物送到指定舱位待运签发运单货物装机完毕由中国民航签发航空总运单外运公司签发航空分运单航空分运单有正本三份副本十二份正本三份第一份交给发货人第二份由外运公司留存第三份随货同行交给收货人副本十二份作为报关财务结算国外代理中转分拨等用途发出装运通知货物装机后即可向买方发出装运通知以便对方准备付款赎单办理收货托运人办理铁路货物发送的程序了解该站的性质看自己所要托运的货物有无限制申报要车计划填写铁路货物运输服务订单长期货主填写月度运输订单交车站审核在车站批复要车计划后填写铁路货物运单在运单托运人盖章或签字栏盖章或签字与车站计划人员约定进货或装车日期装车在车站公共装卸场所以内由承运人负责在其他场所由托运人负责装车后结算运费装卸费杂费等领取领货凭证并寄交收货人海运流程一托运托运人提供箱型箱量目的港出运时间货物品名美国线必须报品名客户接收海运价后若要委托装箱货运公司向货主问明装箱方式厂地装箱托运人提供工厂地址仓库装箱货运公司向托运人提供仓库地址货运公司向托运人索要报关资料二定舱货运公司把货物情况提供给船公司与船公司确定价格向船公司定舱船公司接收定舱后告知船名船期提单号三做箱仓库做箱货运公司把船名提单号通知仓库赁介绍信去船公司集装箱堆场提箱待货主送货后做箱厂地做箱货运公司提箱后根据托运人提供的工厂地址做箱四报关装载集装箱集港后报关船公司将集装箱装到船上五卸载船公司将集装箱卸到码头上六通知提货船公司通知提货人提货七清关提货人向海关清关八换单提货人把提单换成提货单九提货提货人拿提货单提货
72893,72893,商业/理财-银行业务,信用卡账单期到还款期之间能否再消费我交行卡账单期日到期还款你日的账单期只要在最后还款期内将上期账单的欠款还清就算把上期账单结清了你在日后到下月日前消费的均算下期账单
72904,72904,商业/理财-股票,什么叫缺口怎么看缺口在哪为什么缺口一定要回补缺口是指股价向上或向下过程中有一段没有炒作的价格区域如股价从下向上涨元涨到元尔后又从元涨到元元元就是缺口通常缺口是要补的因为没有那段股价没有经过充分炒作
72925,72925,商业/理财-股票,向调皮捣蛋止赢保护请教调皮老师今日大涨最好不现在进留得青山在不怕没材烧
72931,72931,商业/理财-基金,怎样在网上认购基金网上认购是不是有优惠问题补充比如现在将要你要是博时的话在网上申购回有折的优惠但是你要有建行或者招行的卡在网上开通直销账户要注意的是你要先开通建行和招行的网上银行建行免费招行要元博时还不能在网上认购更没有打折的优惠了
72935,72935,商业/理财-财务税务,买鞋的利润有多大利润空间应该还是可以的如果你是制造业一般来说做贴牌的利润比较固定大概在之间自有品牌的话就比较难说了因为品牌的关系可能利润空间比较大如果施贸易行业的话那基本就比较固定了一般在以下
72944,72944,商业/理财-财务税务,交了物业管理费门洞大防盗门坏了该由谁修我们小区是经济适用房一当然是物业公司修二我们小区的一些问题也是这样的物业公司总是推托比如业主家楼上漏水找物业物业说如果是水管坏了找自来水公司若是暖气管问题应该找供暖公司如此等等那业主问物业公司管什么他们说只管墙体开裂问题简直是岂有此理结果现在大部分业主都不交物业费了三你们小区防盗门维修应当从公共维修或物业费中支出一般情况下下列支出从公共维修基金中支出房屋共用部位共用设备和设施的更新改造和大中维修工程费用下列支出从物业费中支出物业管理服务收费分公共性服务收费和特约服务收费其中公共性服务收费标准需要申报审批特约服务收费标准由物业管理公司与住用户协商议定公共性服务收费服务项目的内容主要包括清洁卫生管理小区或大厦公共场所和共用部位的卫生清扫垃圾清运以及经常性的保洁绿化物日常维护管理对绿化物进行修枝整形浇水施肥治虫保持绿化物生长良好治安管理设安全保卫人员对小区或大厦进行安全防范和治安管理工作共用蓄水池的维护管理共用蓄水池定期清洗消毒保证饮用水符合卫生质量标准水电管理对业主共用的供电供水管线设施进行日常养护维修保证正常运行排污设施管理清疏和维修业主共用的排水排污下水管道化粪池确保正常使用道路维修管理对小区内的小区级道路不含市政道路进行日常养护维修保持道路良好房屋共用部位的日常养护维修对房屋屋顶外墙面楼道等共用部位进行日常养护维修保持完好高层楼宇增设的服务项目配备专职电梯管理人员搞好电梯维护保养保证电梯正常使用根据需要增设的其他服务项目注意第项物业费负责房屋共用部位的日常养护维修因此你们小区防盗门维修应当从物业费中列支物业公司必须承担公共维修责任四解决办法目前你说的这种问题是普遍存在的物业公司什么都不想管合着我们当初交的维修基金和每年的物业费就白交了因此你们业主应拿起法律武器维护自己的合法权益先找物业公司最好找到相关文件云和他们交涉若物业公司还是不同意维修则找他们的上级主管部门建委最后就只能诉诸法律了但愿你们的问题能早日解决
